drug_rxnorn_id,CanonicalSMILES,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders
10869,COCC1=CC=CC=C1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
10878,C(=O)(O)O.O.O.[Na+].[AlH4-],0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10890,CCCCCOC(=O)CCC,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1
10898,C(CBr)O,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
10908,CC(=O)OC(C)(C)C,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1091,O[Se](=O)O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091643,COC1=C(C=C(C=C1)NC(=O)C2=CC=CO2)NC(=O)C3=CC(=C(C(=C3)Cl)OC)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10917,C[N+](C)(C)CC(CC(=O)[O-])O,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1091836,C1=CSC(=C1)S(=O)(=O)NC2=CC(=C(C=C2)Cl)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092437,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC=C(C=C3)OC(=O)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10938,C[N+](C)(C)CC1=CC=CO1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1094833,CC(C(=O)C1=CC=CC=C1)OC(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10958,CC(C)CON=O,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
10962,CCCCI,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
10975,CC(C)(CCCC(=C)C=C)O,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1098413,CC1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3C(=C2O)N=NC(=O)C4=CC=C(C=C4)Br,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
10995,CCCCC[Hg]Cl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
10996,CCCCON=O,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1099660,CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)C3=CC=CC=C3OC)C(=O)OC4CCCC4,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
110,C(C(=O)C(=O)O)S(=O)O,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
1100072,CCOC1=CC=CC=C1N(CC(=O)NC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11002,CCCCSCCCC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100699,CC(C)(C)C(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102129,C1C(CN(C1=O)C2=CC=C(C=C2)Br)C(=O)OCC(=O)C3=CC=C(C=C3)Br,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1102188,CC(=O)NC1=NC(=NC2=C1C(=O)OC3=CC=CC=C32)C4=CC(=C(C=C4)OC)OC,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
1102261,COC1=CC=CC(=C1)C2(CC(=NN2C(=O)C3=CC(=CC=C3)[N+](=O)[O-])C(F)(F)F)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102270,CCC1=NN(C(C1)(C2=CC=C(C=C2)C)O)C(=O)C3=CC(=CC=C3)Br,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
11055,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC(=C3O2)O)O,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1110783,CC1=CC(=C(C=C1)N2C(=O)C3C4C5=CC=CC=C5C(C3C2=O)(C6=CC=CC=C46)C=O)Br,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1111,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
1111103,CCOC(=O)C1=C(SC2=C1CCC(C2)C)NC(=O)CN3C(=C(C(=N3)[N+](=O)[O-])Br)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
11124,CCC(=O)OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1112973,CC1CC(C2=CC=CC=C2N1C(=O)C=CC3=CC=CO3)N(C4=CC=CC=C4)C(=O)C=CC5=CC=CO5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1112990,CCS(=O)(=O)CCCC1=NN=C(S1)NC(=O)NC2=CC=CC(=C2)C(F)(F)F,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1114195,COC1=CC=C(C=C1)C=CC(=O)NC2=CC=CC(=C2)C3=NC4=C(O3)C=CC=N4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114326,CN1C(=O)CC(SC1=NC2=CC(=CC=C2)F)C(=O)NC3=CC=CC(=C3)C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11149,CC(=O)NC1=CC=CC=C1N,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
1116632,CCN1C(=O)CC(C1=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11170,C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11194,C=CCOCC=C,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
11196,CCC=CCCC=CC=O,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
11198,CCN.Cl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11201,CC(Br)Br,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11202,CC(=C)Br,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11204,CC(=O)F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
11246,CC(=O)[O-].[Ag+],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11248,C(=O)([O-])[O-].[Fe+2],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11251,CC(C)C(=O)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11253,CC([N+](=O)[O-])Br,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11256,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11258,CC1(SCCS1)C2=CC=C(C=C2)F,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11274,CC12CCC3C(C1CCC2O)CCC4C3(CC(C(=O)C4)CO)C,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11295,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11359,C1=CC2=C(C(=C1)N)N=CC=C2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113608,C[Si](O)(O)OC1C(C(C(C(O1)C(=O)O)O)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC=C2C(=O)O,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
11377,C1=CC2=C(C=C(C=C2)N)N=C1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
113831,CCS(=O)(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1
114052,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C.COC1=CC2=C(CC3C4C2(CCCC4)CCN3CCC5=CC=CO5)C=C1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1
11413,C(=O)(C(=O)[O-])[O-].[K+].[K+],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11416,CC1CCCCC1C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114176,CCN(CC)CCN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O.Cl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
114200,CC1=C(C=CC(=C1)OC)CCN2CCC34CCCCC3C2CC5=C4C=C(C=C5)O.Cl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114202,COC1=C(C=C(C=C1)C(=O)CN2CCC34CCCCC3C2CC5=C4C=C(C=C5)O)[N+](=O)[O-].Cl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11422,CC1=CC(=C(C=C1)N)Br,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
11423,CC1=C(C=CC(=C1)Br)N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114289,CCN1C(=[N+](C2=C1C=C(C(=C2)C(F)(F)F)Cl)CCCCS(=O)(=O)O)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114477,CCCCC(CC)C(=O)NCCCCCCNC(=O)C(CC)CCCC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11454,CC(C1=CC=CC=C1)Br,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
1147220,COC1=CC=C(C=C1)C(=O)NNC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CC=C4OC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11473,C1=CC=C(C=C1)N=O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1147320,C1=CC=C2C=C(C(=CC2=C1)C3=NN=C(O3)SCC(=O)NC4=CC(=C(C=C4)Cl)Cl)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11476,CC1=CC(=CC=C1)CO,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1148138,CCC1=CC2=C(C=C1)NC(=O)C(=C2)C(C3=NN=NN3C4CCCC4)N(CC)CC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
114817,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3.Cl,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
1148495,COC1=CC=CC(=C1)C2C3=C(CC(CC3=O)C4=CC=CC=C4)NC5=C(N2)C=CC(=C5)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114970,CC1=CC2(C(CC1OC(=O)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114979,CC1=CC2=C(C=C1)NC3(C2(CN(CC3)C)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1150094,CC1CCCN(C1)C(=O)CSC2=NC=NC3=C2SN=C3C4=CC=C(C=C4)F,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1150096,CC1=NC(=CC=C1)NC(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)Br,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
1151,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11516,CCCCC(=O)CCC,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115238,C1=C(C(=C(C2=NC(=O)C(=O)N=C21)N(O)O)Cl)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
115264,C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC(C4O)O)C=C32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115552,CCCC1C(CC12C(=O)NC(=O)NC2=O)CC,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1
1156,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115698,C1CC2=CC=CC=C2C3(C4=CC=CC=C41)OCC(O3)CN5CCN(CC5)C(C6=CC=CC=C6)C7=CC=CC=C7.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11636,CCCCCCCCCCCCCCCCCCCCCCCCCCC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11645,C[Hg]C,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1169,CC(C(=O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0
117055,CCCCCCCCCCCCC1=CC=C(C=C1)CC2=CC=CC=C2C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117466,CCC(CC)(COC(=O)N)COC(=O)NCC=C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118886,C1=CC2=C(C=C(C=C2S(=O)(=O)O)N=C=S)C(=C1)S(=O)(=O)O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1191,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=O)NC2=O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1191504,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC=C3)C(=O)NC4=CC(=CC=C4)O,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1
1193326,C1=CC=C(C(=C1)OCC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-])Br,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
119565,CCCCS(=N)(=O)CCC(C(=O)O)N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119771,COC1=CC=CC(=C1)CCCNCCSS(=O)(=O)O,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1202,CCCCCC(C=CC1CC2CC(C2)C1CC=CCCCC(=O)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120608,CC1C(OCCN1C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12062,C1=C(C=C(C=C1N)N)C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121047,COC1=CC2=C(C=C1)N(C=C2CCN3CCN(CC3)C4=CC=C(C=C4)Cl)CC5=CC=CC=C5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121191,C1=C(C(=CC(=C1Cl)C#N)Cl)C#N,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121243,CN(C)CCOC1=C(C=C(C=C1OC)CC=C)CN2CCOCC2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1218,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1223,CCC12CCN(C(C1(C)C)CC3=C2C=C(C=C3)O)CC4(CC4)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1227,CN1C(CCC1=O)C2=CC=CC=N2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1232150,C1=CC=C(C=C1)NC(=O)CN2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1232405,CC1=CC=C(O1)C=C2C(=O)N(C(=O)S2)CC3=CC4=C(C=C3Cl)OCO4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236136,C=CCN1C(=O)C(SC1=NS(=O)(=O)C2=CC=CC=C2)CC(=O)NC3=CC=C(C=C3)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1242127,CC1CCN(CC1)C(=O)C2=CC=C(O2)COC3=C(C=CC(=C3)Cl)Cl,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1
1242806,CN1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1242987,C1CCN(C1)C2=C(C=CC=C2Cl)NC(=O)C3=CC=C(O3)Br,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1242999,CC1=CC(=C(C=C1)N2CCN(CC2)C(=S)NC)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1243041,CC1=CC(=NC(=N1)SCC(=O)NC2=CC=CC=C2F)C3=CC=C(C=C3)OC,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1244014,CCC1=CC=C(S1)C(=O)NC(C)C2=CC=C(C=C2)OCC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1244607,C1COCCN1C2=C(N=C(O2)C3=CC=CC=C3)S(=O)(=O)C4=CC=C(C=C4)Br,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
12449,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1248798,C1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC4=C(C=C3)C=NN4)C5=NC=CN=C5,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1251,CC1CCC2=C(CCCC2(C)C)C(C1=C)C3=C(C=CC(=C3)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1256,CC(=C)C1CCC(=CC1)C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12574,C1=CC(=CC(=C1)I)[N+](=O)[O-],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125921,C1CCC(CC1)CN2C(=O)C3CC3(C2=O)C4=CC=C(C=C4)N,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
125933,COC1=CC=CC2=C1C34CCCCC3(C(C2)N(CC4)CC5CC5)OC,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1272,CCC(C=O)C(CNS(=O)(=O)C1=CC=C(C=C1)C)C(=O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1291,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCOC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1291301,CC(C)(C)C1=CC(=C(C=C1)OCC(=O)NC2CCCCC2)Br,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1291609,COC1=C(C=CC(=C1)S(=O)(=O)N2CCCCC2)NC(=O)C=CC3=CC=CC=C3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1
1292,C1=CC=C(C=C1)C(C(=O)O)O,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1292422,CCOC1=C(C(=CC(=C1)C(=S)N2CC(OC(C2)C)C)I)OCC(=O)N3CCCC3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1293254,CC1=CC(=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC(=C(C=C3)C)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1293719,C1=CC=C(C(=C1)C(=O)NC2=C(C=C(C=C2)I)C(F)(F)F)[N+](=O)[O-],0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
1294580,CC1=CC=CC=C1N2C(=NN=C2SCC3=CC=CC=C3)C4=CN=CC=C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1298944,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)Cl)Cl)C3=CC=C(C=C3)Cl,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
